ID,_Sequence,_ImageResource,_Type,_Message_Ani_Index1,_Message_Probability1,_Message1_1,_Message1_2,_Message1_3,_Message_Ani_Index2,_Message_Probability2,_Message2_1,_Message2_2,_Message2_3,_Message_Ani_Index3,_Message_Probability3,_Message3_1,_Message3_2,_Message3_3,_Stage,_Name,_Icon,_IconIndex,_Description,_Tip,_Name_Visible,_Hp_Visible,_Creation_FX,_Shadow_Visible,_Mark_Icon,_Mark_IconIndex,_BossHPCount
810000392,2_002_74,2_002_45_10,1,1,33,奉！奉！奉奉奉！,是克萊拉詛咒的！是克萊拉詛咒的！,,4,33,我的人生沒有一點遺憾！,都燒了... 一個不剩都燒掉了…,,2,33,卡卡魯，你是NO。2。,,,83,受詛咒的奉,10004000,1,,,1,1,0,1,10007000,4,1
810000393,2_002_75,2_002_17_10,1,1,33,春！春！春春春！,地球...懷念所有的一切...,,4,33,安老師...籃球...籃球...我想看...,,,2,33,尋找和消滅！,,,83,受詛咒的春,10004000,1,,,1,1,0,1,10007000,4,1
810000394,3_059_01,,6,1,33,植！植！植植植！,,,4,33,我是刺客，妖城的的尤達！,,,2,33,諸君，我喜歡戰爭。,諸君，我喜歡戰爭。,諸君，我很喜歡戰爭。,83,受詛咒的植,10004000,197,,,1,1,0,1,10007000,5,1
810000395,3_700_45,,6,0,0,,,,0,0,,,,0,0,,,,83,,10004000,1,,,0,0,0,0,10007000,0,1
810000396,3_051_01,,6,10,30,變成電燒烤吧！！,茲茲！茲茲！茲茲的吧…,唔~ 哈哈哈哈哈,11,30,消失吧！厭惡的東西,消失吧！,嗯..就是你！！,13,30,,,,84,科學狂人,10004000,191,,,1,1,0,1,10007000,5,1
810000397,3_051_02,,6,0,0,,,,0,0,,,,0,0,,,,84,科學狂人,10004000,191,,,1,1,0,1,10007000,5,1
810000398,2_700_50,,1,0,0,,,,0,0,,,,0,0,,,,84,召喚用,0,0,,,0,0,0,0,0,0,1
810000399,2_700_51,,1,0,0,,,,0,0,,,,0,0,,,,84,,0,0,,,0,0,0,0,0,0,1
810000400,2_700_49,,1,0,0,,,,0,0,,,,0,0,,,,84,,0,0,,,0,0,0,0,0,0,1
810000401,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,84,,0,0,,,0,0,0,0,0,0,1
810000402,3_051_04,,6,1,33,年糕老師 加油哦~?,,,2,33,年糕老師真棒~?,,,4,33,年糕老師快結束吧~☆,,,84,小護士,10004000,153,,,1,1,0,1,10007000,2,1
810000403,2_001_01,,1,0,0,,,,0,0,,,,0,0,,,,84,,0,0,,,0,0,0,0,0,0,1
810000404,2_700_07,,1,0,0,,,,0,0,,,,0,0,,,,84,大鐵鍋傷害,0,0,,,0,0,0,0,0,0,1
810000405,2_700_47,,1,0,0,,,,0,0,,,,0,0,,,,87,殺死比佛羅斯特怪物,0,0,,,0,0,0,0,10007000,1,1
812010110,1_009_01,1_009_01_10,2,0,33,歡迎來到西諾媽媽的酒吧。,,,0,0,,,,0,0,,,,86,索爾,10004000,137,,,1,1,0,1,10007000,3,1
812010111,1_009_02,1_009_02_10,2,0,50,嘿咻，哦- 好重。,,,0,50,有很多從外太空拿來的好物品~,,,0,0,,,,"86,302",歐羅拉,10004000,138,,,1,1,0,1,10007000,3,1
812010112,1_009_03,1_009_03_10,2,0,50,再見哦~~,,,0,50,有點傷感的日子。,,,0,0,,,,86,史諾,10004000,139,,,1,1,0,1,10007000,3,1
812010113,1_009_04,1_009_04_10,2,0,50,啊啊啊啊啊啊啊啊啊嗨！,,,0,50,?沃皮拉種族… 看起來和我們很有緣。,,,0,0,,,,86,特爾皮特,10004000,140,,,1,1,0,1,10007000,3,1
812010114,1_009_05,1_009_05_10,2,0,50,叢林一族與我們有很深的關聯。,,,0,50,阿法是Elf和Abh的合成詞。,,,0,0,,,,86,米爾卡,10004000,141,,,1,1,0,1,10007000,3,1
812010115,1_009_06,1_009_06_10,2,0,50,我是露娜露娜露娜-。,,,0,0,,,,0,0,,,,86,露娜,10004000,142,,,1,1,0,1,10007000,3,1
812010116,1_009_07,1_009_07_10,2,0,50,H--i! 你好嗎?,,,0,0,,,,0,0,,,,"49,86,87,304",考狄利婭,10004000,143,,,1,1,0,1,10007000,3,1
812010117,1_099_07,1_099_07_10,2,0,50,大蘋果之城有很多高超的槍手們！好像是槍手們的老家？,,,0,50,有看到“肖恩”嗎？,,,0,0,,,,89,阿爾藍,10004000,1,,,1,1,0,1,10007000,3,1
812010118,1_099_08,1_099_08_10,2,0,33,Whole Lot Of Shakin' Going On~,,,0,33,Rockin' My Life Away~,,,0,33,I Wish I Was Eighteen Again~~,,,89,傑瑞,10004000,1,,,1,1,0,1,10007000,3,1
812010119,1_099_09,1_099_09_10,2,0,50,絕不輸給水牛比爾秀~！,,,0,50,我要拿我的槍！,,,0,0,,,,"2,89",艾妮,10004000,131,,,1,1,0,1,10007000,3,1
812010120,1_099_01,1_099_01_10,2,0,0,,,,0,0,,,,0,0,,,,89,海伊凱爾,10004000,1,,,1,1,0,1,10007000,3,1
812010121,1_099_02,1_099_02_10,2,0,0,,,,0,0,,,,0,0,,,,89,托勒妮亞,10004000,1,,,1,1,0,1,10007000,3,1
812010122,1_099_03,1_099_03_10,2,0,0,,,,0,0,,,,0,0,,,,89,龍克斯,10004000,1,,,1,1,0,1,10007000,3,1
812010123,1_100_33,1_100_33_10,2,0,0,,,,0,0,,,,0,0,,,,,活動小妖精,10004000,1,,,1,1,0,1,10007000,3,1
810000406,3_1001_01,,6,0,0,,,,0,0,,,,0,0,,,,96,耶比妹妹 Lv 11,10004000,1,,,1,1,0,1,10007000,2,1
810000407,3_1002_01,,6,0,0,,,,0,0,,,,0,0,,,,96,兵蟻 Lv 12,10004000,2,,,1,1,0,1,10007000,2,1
810000408,3_1010_01,,6,0,0,,,,0,0,,,,0,0,,,,96,野狼 Lv 13,10004000,3,,,1,1,0,1,10007000,1,1
810000409,3_1003_01,,6,0,0,,,,0,0,,,,0,0,,,,96,蒼狼 Lv 14,10004000,4,,,1,1,0,1,10007000,2,1
810000410,3_1002_04,,6,0,0,,,,0,0,,,,0,0,,,,96,灰蟻G Lv 15,10004000,46,,,1,1,0,1,10007000,2,1
810000411,3_1003_02,,6,0,0,,,,0,0,,,,0,0,,,,96,青狼 Lv 16,10004000,43,,,1,1,0,1,10007000,2,1
810000412,2_002_31,2_002_31_10,1,0,0,,,,0,0,,,,0,0,,,,96,小綠龍 Lv 17,10004000,124,,,1,1,0,1,10007000,2,1
810000413,3_1010_02,,6,0,0,,,,0,0,,,,0,0,,,,96,兇犬 Lv 18,10004000,42,,,1,1,0,1,10007000,2,1
810000414,2_002_18,2_002_18_10,1,0,0,,,,0,0,,,,0,0,,,,96,野豬 Lv 19,10004000,115,,,1,1,0,1,10007000,2,1
810000415,2_001_81,2_001_58_10,1,0,0,,,,0,0,,,,0,0,,,,96,醜頭怪 Lv 20,10004000,59,,,1,1,0,1,10007000,5,1
810000416,3_1004_01,,6,0,0,,,,0,0,,,,0,0,,,,97,黃甲衛兵 Lv 21,10004000,5,,,1,1,0,1,10007000,2,1
810000417,2_001_18,2_001_18_10,1,0,0,,,,0,0,,,,0,0,,,,97,綠凍凍 Lv 22,10004000,7,,,1,1,0,1,10007000,2,1
810000418,2_001_20,2_001_20_10,1,0,0,,,,0,0,,,,0,0,,,,97,哥布林 Lv 23,10004000,8,,,1,1,0,1,10007000,2,1
810000419,3_1002_02,,6,0,0,,,,0,0,,,,0,0,,,,97,毒蟻G Lv 24,10004000,34,,,1,1,0,1,10007000,2,1
810000420,2_001_70,2_001_70_10,1,0,0,,,,0,0,,,,0,0,,,,97,奶嘴蠶寶寶 Lv 25,10004000,71,,,1,1,0,1,10007000,2,1
810000421,2_002_43,2_002_43_10,1,0,0,,,,0,0,,,,0,0,,,,97,挖地鏟工 Lv 26,10004000,133,,,1,1,0,1,10007000,2,1
810000422,3_1006_01,,6,0,0,,,,0,0,,,,0,0,,,,97,狐狸巡邏兵 Lv 27,10004000,11,,,1,1,0,1,10007000,2,1
810000423,3_1005_01,,6,0,0,,,,0,0,,,,0,0,,,,97,棕熊 Lv 28,10004000,10,,,1,1,0,1,10007000,2,1
810000424,2_002_36,2_002_36_10,1,0,0,,,,0,0,,,,0,0,,,,97,圓桌騎士 Lv 29,10004000,128,,,1,1,0,1,10007000,2,1
810000425,2_001_22,2_001_22_10,1,0,0,,,,0,0,,,,0,0,,,,97,哥布林大王 Lv 30,10004000,81,,,1,1,0,1,10007000,5,1
810000426,2_001_17,2_001_17_10,1,0,0,,,,0,0,,,,0,0,,,,98,闊嘴怪Lv 31,10004000,36,,,1,1,0,1,10007000,3,1
810000427,3_1005_02,,6,0,0,,,,0,0,,,,0,0,,,,98,黑熊 Lv 32,10004000,18,,,1,1,0,1,10007000,3,1
810000428,2_001_29,2_001_29_10,1,0,0,,,,0,0,,,,0,0,,,,98,銀髮天狐 Lv 33,10004000,15,,,1,1,0,1,10007000,3,1
810000429,2_001_73,2_001_73_10,1,0,0,,,,0,0,,,,0,0,,,,98,蟻后 Lv 34,10004000,74,,,1,1,0,1,10007000,3,1
810000430,3_1001_03,,6,0,0,,,,0,0,,,,0,0,,,,98,耶比弟弟 Lv 35,10004000,6,,,1,1,0,1,10007000,3,1
810000431,2_002_42,2_002_42_10,1,0,0,,,,0,0,,,,0,0,,,,98,斯卡魯 Lv 36,10004000,132,,,1,1,0,1,10007000,3,1
810000432,3_1007_01,,6,0,0,,,,0,0,,,,0,0,,,,98,老虎 Lv 37,10004000,12,,,1,1,0,1,10007000,3,1
810000433,3_1002_03,,6,0,0,,,,0,0,,,,0,0,,,,98,白蟻G Lv 38,10004000,41,,,1,1,0,1,10007000,3,1
810000434,3_1009_01,,6,0,0,,,,0,0,,,,0,0,,,,98,蜜桃怪 Lv 39,10004000,17,,,1,1,0,1,10007000,3,1
810000435,3_007_01,,6,0,0,,,,0,0,,,,0,0,,,,98,雪爾奇 Lv 40,10004000,147,,,1,1,0,1,10007000,5,1
810000436,2_001_61,2_001_61_10,1,0,0,,,,0,0,,,,0,0,,,,99,毛絨球 Lv 41,10004000,62,,,1,1,0,1,10007000,3,1
810000437,3_1007_03,,6,0,0,,,,0,0,,,,0,0,,,,99,黑虎 Lv 42,10004000,14,,,1,1,0,1,10007000,3,1
810000438,2_001_34,2_001_34_10,1,0,0,,,,0,0,,,,0,0,,,,99,河童 Lv 43,10004000,20,,,1,1,0,1,10007000,3,1
810000439,3_1007_02,,6,0,0,,,,0,0,,,,0,0,,,,99,白虎 Lv 44,10004000,13,,,1,1,0,1,10007000,3,1
810000440,3_1006_02,,6,0,0,,,,0,0,,,,0,0,,,,99,狐狸武士 Lv 45,10004000,23,,,1,1,0,1,10007000,3,1
810000441,2_001_35,2_001_35_10,1,0,0,,,,0,0,,,,0,0,,,,99,櫻花樹邪靈 Lv 46,10004000,21,,,1,1,0,1,10007000,3,1
810000442,3_032_01,,6,0,0,,,,0,0,,,,0,0,,,,99,齊天大聖(真) Lv 47,0,0,,,1,1,0,1,10007000,3,1
810000443,2_001_36,2_001_36_10,1,0,0,,,,0,0,,,,0,0,,,,99,櫻花鬼魅 Lv 48,10004000,22,,,1,1,0,1,10007000,3,1
810000444,3_1011_03,,6,0,0,,,,0,0,,,,0,0,,,,99,紫影忍者Lv 49,10004000,27,,,1,1,0,1,10007000,3,1
810000445,2_001_21,2_001_21_10,1,0,0,,,,0,0,,,,0,0,,,,99,哥布林統領 Lv 50,10004000,9,,,1,1,0,1,10007000,5,1
810000446,2_001_77,2_001_77_10,1,0,0,,,,0,0,,,,0,0,,,,100,花花蛇 Lv 51,10004000,78,,,1,1,0,1,10007000,3,1
810000447,3_1011_04,,6,0,0,,,,0,0,,,,0,0,,,,100,黑影忍者 Lv 52,10004000,28,,,1,1,0,1,10007000,3,1
810000448,3_1011_05,,6,0,0,,,,0,0,,,,0,0,,,,100,白影忍者 Lv 53,10004000,29,,,1,1,0,1,10007000,3,1
810000449,2_001_03,2_001_03_10,1,0,0,,,,0,0,,,,0,0,,,,100,機器耶比 Lv 54,10004000,45,,,1,1,0,1,10007000,3,1
810000450,2_001_38,2_001_38_10,1,0,0,,,,0,0,,,,0,0,,,,100,幽靈狼 Lv 55,10004000,24,,,1,1,0,1,10007000,3,1
810000451,2_001_46,2_001_46_10,1,0,0,,,,0,0,,,,0,0,,,,100,禿鷲 Lv 56,10004000,49,,,1,1,0,1,10007000,3,1
810000452,2_001_50,2_001_50_10,1,0,0,,,,0,0,,,,0,0,,,,100,玫瑰凍凍 Lv 57,10004000,51,,,1,1,0,1,10007000,3,1
810000453,2_001_69,2_001_69_10,1,0,0,,,,0,0,,,,0,0,,,,100,大嘴食人花 Lv 58,10004000,70,,,1,1,0,1,10007000,3,1
810000454,2_002_40,2_002_40_10,1,0,0,,,,0,0,,,,0,0,,,,100,小紫龍 Lv 59,10004000,130,,,1,1,0,1,10007000,3,1
810000455,3_038_01,,6,0,0,,,,0,0,,,,0,0,,,,100,黑月公主 Lv 60,10004000,179,,,1,1,0,1,10007000,5,1
810000456,2_002_39,2_002_39_10,1,0,0,,,,0,0,,,,0,0,,,,101,劍齒虎 Lv 61,10004000,129,,,1,1,0,1,10007000,3,1
810000457,3_1001_02,,6,0,0,,,,0,0,,,,0,0,,,,101,耶比哥哥 Lv 62,10004000,40,,,1,1,0,1,10007000,3,1
810000458,2_001_19,2_001_19_10,1,0,0,,,,0,0,,,,0,0,,,,101,橙凍凍 Lv 63,10004000,37,,,1,1,0,1,10007000,3,1
810000459,3_1011_01,,6,0,0,,,,0,0,,,,0,0,,,,101,青影忍者 Lv 64,10004000,25,,,1,1,0,1,10007000,3,1
810000460,2_001_51,2_001_51_10,1,0,0,,,,0,0,,,,0,0,,,,101,刺花美眉 Lv 65,10004000,52,,,1,1,0,1,10007000,3,1
810000461,3_1013_01,,6,0,0,,,,0,0,,,,0,0,,,,101,僵屍 Lv 66,10004000,53,,,1,1,0,1,10007000,3,1
810000462,2_002_44,2_002_44_10,1,0,0,,,,0,0,,,,0,0,,,,101,司戴高 Lv 67,10004000,134,,,1,1,0,1,10007000,3,1
810000463,2_001_45,2_001_45_10,1,0,0,,,,0,0,,,,0,0,,,,101,狂暴沙盜 Lv 68,10004000,48,,,1,1,0,1,10007000,3,1
810000464,2_001_53,2_001_53_10,1,0,0,,,,0,0,,,,0,0,,,,101,木乃伊殭屍Lv 69,10004000,54,,,1,1,0,1,10007000,3,1
810000465,3_1012_01,,6,0,0,,,,0,0,,,,0,0,,,,101,鬼武士 Lv 70,10004000,30,,,1,1,0,1,10007000,5,1
810000466,2_001_54,2_001_54_10,1,0,0,,,,0,0,,,,0,0,,,,102,骷髏戰士 Lv 71,10004000,55,,,1,1,0,1,10007000,3,1
810000467,2_001_57,2_001_57_10,1,0,0,,,,0,0,,,,0,0,,,,102,木乃伊耶比 Lv 72,10004000,58,,,1,1,0,1,10007000,3,1
810000468,2_001_56,2_001_56_10,1,0,0,,,,0,0,,,,0,0,,,,102,吞天獸 Lv 73,10004000,57,,,1,1,0,1,10007000,3,1
810000469,2_001_66,2_001_66_10,1,0,0,,,,0,0,,,,0,0,,,,102,電鋸狂人 Lv 74,10004000,67,,,1,1,0,1,10007000,3,1
810000470,2_001_55,2_001_55_10,1,0,0,,,,0,0,,,,0,0,,,,102,蛇女 Lv 75,10004000,56,,,1,1,0,1,10007000,3,1
810000471,2_001_67,2_001_67_10,1,0,0,,,,0,0,,,,0,0,,,,102,亡靈巫師 Lv 76,10004000,68,,,1,1,0,1,10007000,3,1
810000472,2_001_90,2_001_90_10,1,0,0,,,,0,0,,,,0,0,,,,102,螳螂怪 Lv 77,10004000,88,,,1,1,0,1,10007000,3,1
810000473,2_002_57,2_002_57_10,1,0,0,,,,0,0,,,,0,0,,,,102,暗殺者 Lv 78,0,0,,,1,1,0,1,10007000,3,1
810000474,3_041_01,,6,0,0,,,,0,0,,,,0,0,,,,102,盜賊 Lv 79,0,0,,,1,1,0,1,10007000,3,1
810000475,2_002_22,2_002_22_10,1,0,0,,,,0,0,,,,0,0,,,,102,喬尼船長 Lv 80,10004000,118,,,1,1,0,1,10007000,5,1
810000476,2_001_84,2_001_84_10,1,0,0,,,,0,0,,,,0,0,,,,103,螃蟹怪Lv 81,10004000,82,,,1,1,0,1,10007000,3,1
810000477,2_001_85,2_001_85_10,1,0,0,,,,0,0,,,,0,0,,,,103,藍螃蟹 Lv 82,10004000,83,,,1,1,0,1,10007000,3,1
810000478,2_001_86,2_001_86_10,1,0,0,,,,0,0,,,,0,0,,,,103,海之星 Lv 83,10004000,84,,,1,1,0,1,10007000,3,1
810000479,2_001_88,2_001_88_10,1,0,0,,,,0,0,,,,0,0,,,,103,野蠻族 Lv 84,10004000,86,,,1,1,0,1,10007000,3,1
810000480,3_012_01,,6,0,0,,,,0,0,,,,0,0,,,,103,雜技團Lv 85,10004000,151,,,1,1,0,1,10007000,3,1
810000481,2_002_21,2_002_21_10,1,0,0,,,,0,0,,,,0,0,,,,103,骷髏船員 Lv 86,10004000,117,,,1,1,0,1,10007000,3,1
810000482,2_002_28,2_002_28_10,1,0,0,,,,0,0,,,,0,0,,,,103,匹諾曹 Lv 87,10004000,121,,,1,1,0,1,10007000,3,1
810000483,2_001_03,2_001_03_10,1,0,0,,,,0,0,,,,0,0,,,,103,機器耶比 Lv 88,10004000,45,,,1,1,0,1,10007000,3,1
810000484,2_002_13,2_002_13_10,1,0,0,,,,0,0,,,,0,0,,,,103,枯樹精 Lv 89,10004000,111,,,1,1,0,1,10007000,3,1
810000485,2_001_59,2_001_59_10,1,0,0,,,,0,0,,,,0,0,,,,103,斯諾比王 Lv 90,10004000,60,,,1,1,0,1,10007000,5,1
810000486,2_002_29,2_002_29_10,1,0,0,,,,0,0,,,,0,0,,,,104,老妖枯樹精 Lv 91,10004000,122,,,1,1,0,1,10007000,3,1
810000487,2_002_27,2_002_27_10,1,0,0,,,,0,0,,,,0,0,,,,104,綠龍 Lv 92,10004000,120,,,1,1,0,1,10007000,3,1
810000488,3_016_01,,6,0,0,,,,0,0,,,,0,0,,,,104,奧利佛炮兵 Lv 93,10004000,155,,,1,1,0,1,10007000,3,1
810000489,2_002_01,2_002_01_10,1,0,0,,,,0,0,,,,0,0,,,,104,野蠻族飛鏢手 Lv 94,10004000,99,,,1,1,0,1,10007000,3,1
810000490,2_002_02,2_002_02_10,1,0,0,,,,0,0,,,,0,0,,,,104,野蠻族火炬手Lv 95,10004000,100,,,1,1,0,1,10007000,3,1
810000491,3_017_01,,6,0,0,,,,0,0,,,,0,0,,,,104,唉唷唉唷砲兵 Lv 96,10004000,156,,,1,1,0,1,10007000,3,1
810000492,2_002_03,2_002_03_10,1,0,0,,,,0,0,,,,0,0,,,,104,野蠻族持杖手Lv 97,10004000,101,,,1,1,0,1,10007000,3,1
810000493,2_002_05,2_002_05_10,1,0,0,,,,0,0,,,,0,0,,,,104,挖地工頭 Lv 98,10004000,102,,,1,1,0,1,10007000,3,1
810000494,3_013_01,,6,0,0,,,,0,0,,,,0,0,,,,104,奧列佛雕像 Lv 99,10004000,152,,,1,1,0,1,10007000,3,1
810000495,3_005_01,,6,0,0,,,,0,0,,,,0,0,,,,104,舞扇忍者 Lv 100,10004000,145,,,1,1,0,1,10007000,5,1
810000496,2_002_06,2_002_06_10,1,0,0,,,,0,0,,,,0,0,,,,105,挖地弟弟Lv 101,10004000,103,,,1,1,0,1,10007000,3,1
810000497,2_002_07,2_002_07_10,1,0,0,,,,0,0,,,,0,0,,,,105,挖地妹妹Lv 102,10004000,104,,,1,1,0,1,10007000,3,1
810000498,2_002_15,2_002_15_10,1,0,0,,,,0,0,,,,0,0,,,,105,黑桃5 Lv 103,10004000,113,,,1,1,0,1,10007000,3,1
810000499,2_002_66,2_002_66_10,1,0,0,,,,0,0,,,,0,0,,,,105,行走水母 Lv 104,0,0,,,1,1,0,1,10007000,3,1
810000500,2_002_14,2_002_14_10,1,0,0,,,,0,0,,,,0,0,,,,105,心形3 Lv 105,10004000,112,,,1,1,0,1,10007000,3,1
810000501,2_002_64,2_002_64_10,1,0,0,,,,0,0,,,,0,0,,,,105,海馬 Lv 106,10004000,0,,,1,1,0,1,10007000,3,1
810000502,2_002_08,2_002_08_10,1,0,0,,,,0,0,,,,0,0,,,,105,大眼劍Lv 107,10004000,105,,,1,1,0,1,10007000,3,1
810000503,2_002_67,2_002_67_10,1,0,0,,,,0,0,,,,0,0,,,,105,坎貝爾 Lv 108,10004000,0,,,1,1,0,1,10007000,3,1
810000504,2_002_34,2_002_34_10,1,0,0,,,,0,0,,,,0,0,,,,105,土撥鼠快槍手 Lv 109,10004000,126,,,1,1,0,1,10007000,3,1
810000505,2_001_87,2_001_87_10,1,0,0,,,,0,0,,,,0,0,,,,105,塔之森林金剛Lv 110,10004000,85,,,1,1,0,1,10007000,5,1
810000506,2_002_65,2_002_65_10,1,0,0,,,,0,0,,,,0,0,,,,106,考拉拉 Lv 111,10004000,0,,,1,1,0,1,10007000,3,1
810000507,2_002_33,2_002_33_10,1,0,0,,,,0,0,,,,0,0,,,,106,蒙面仙人掌 Lv 112,10004000,125,,,1,1,0,1,10007000,3,1
810000508,2_002_16,2_002_16_10,1,0,0,,,,0,0,,,,0,0,,,,106,跳棋騎士 Lv 113,10004000,114,,,1,1,0,1,10007000,3,1
810000509,2_002_35,2_002_35_10,1,0,0,,,,0,0,,,,0,0,,,,106,響尾蛇姑娘 Lv 114,10004000,127,,,1,1,0,1,10007000,3,1
810000510,3_026_01,,6,0,0,,,,0,0,,,,0,0,,,,106,企鵝紳士 Lv 115,10004000,167,,,1,1,0,1,10007000,3,1
810000511,3_1003_03,,6,0,0,,,,0,0,,,,0,0,,,,106,白狼 Lv 116,10004000,123,,,1,1,0,1,10007000,3,1
810000512,2_002_53,2_002_53_10,1,0,0,,,,0,0,,,,0,0,,,,106,冰棒棒  Lv 117,10004000,141,,,1,1,0,1,10007000,3,1
810000513,2_002_25,2_002_25_10,1,0,0,,,,0,0,,,,0,0,,,,106,牛魔王 Lv 118,10004000,165,,,1,1,0,1,10007000,3,1
810000514,3_024_01,,6,0,0,,,,0,0,,,,0,0,,,,106,滑雪清道夫 Lv 119,10004000,166,,,1,1,0,1,10007000,3,1
810000515,3_006_01,,6,0,0,,,,0,0,,,,0,0,,,,106,吟遊詩人珍 Lv 120,10004000,146,,,1,1,0,1,10007000,5,1
810000516,2_002_53,2_002_53_10,1,0,0,,,,0,0,,,,0,0,,,,107,冰棒棒(兄) Lv 121,10004000,141,,,1,1,0,1,10007000,3,1
810000517,2_002_52,2_002_52_10,1,0,0,,,,0,0,,,,0,0,,,,107,春植堡 Lv 122,10004000,140,,,1,1,0,1,10007000,3,1
810000518,2_002_11,2_002_11_10,1,0,0,,,,0,0,,,,0,0,,,,107,黑巾盜賊 Lv 123,10004000,109,,,1,1,0,1,10007000,3,1
810000519,3_002_01,,6,0,0,,,,0,0,,,,0,0,,,,107,白金盜賊Lv 124,10004000,144,,,1,1,0,1,10007000,3,1
810000520,3_010_01,,6,0,0,,,,0,0,,,,0,0,,,,107,甜圈薑餅人 Lv 125,10004000,149,,,1,1,0,1,10007000,3,1
810000521,2_002_09,2_002_09_10,1,0,0,,,,0,0,,,,0,0,,,,107,青巾盜賊 Lv 126,10004000,107,,,1,1,0,1,10007000,3,1
810000522,2_002_42,2_002_63_10,1,0,0,,,,0,0,,,,0,0,,,,107,斯卡魯 Lv 127,10004000,132,,,1,1,0,1,10007000,3,1
810000523,2_002_10,2_002_10_10,1,0,0,,,,0,0,,,,0,0,,,,107,紫巾黨 Lv 128,10004000,108,,,1,1,0,1,10007000,3,1
810000524,3_050_01,,6,0,0,,,,0,0,,,,0,0,,,,107,小丑 Lv 129,10004000,1,,,1,1,0,1,10007000,3,1
810000525,2_002_00,2_002_00_10,1,0,0,,,,0,0,,,,0,0,,,,107,金剛芭比 Lv 130,10004000,98,,,1,1,0,1,10007000,5,1
810000526,2_001_81,2_001_58_10,1,0,0,,,,0,0,,,,0,0,,,,108,醜頭怪 Lv 131,10004000,59,,,1,1,0,1,10007000,4,1
810000527,2_001_22,2_001_22_10,1,0,0,,,,0,0,,,,0,0,,,,108,哥布林大王 Lv 132,10004000,81,,,1,1,0,1,10007000,4,1
810000528,3_007_01,,6,0,0,,,,0,0,,,,0,0,,,,108,雪爾奇 Lv 133,10004000,147,,,1,1,0,1,10007000,4,1
810000529,2_001_21,2_001_21_10,1,0,0,,,,0,0,,,,0,0,,,,108,哥布林統領 Lv 134,10004000,9,,,1,1,0,1,10007000,4,1
810000530,3_038_01,,6,0,0,,,,0,0,,,,0,0,,,,108,黑月公主 Lv 135,10004000,179,,,1,1,0,1,10007000,4,1
810000531,3_006_01,,6,0,0,,,,0,0,,,,0,0,,,,108,吟遊詩人珍 Lv 136,10004000,146,,,1,1,0,1,10007000,4,1
810000532,2_002_22,2_002_22_10,1,0,0,,,,0,0,,,,0,0,,,,108,喬尼船長 Lv 137,10004000,118,,,1,1,0,1,10007000,4,1
810000533,2_001_59,2_001_59_10,1,0,0,,,,0,0,,,,0,0,,,,108,斯諾比王 Lv 138,10004000,60,,,1,1,0,1,10007000,4,1
810000534,3_005_01,,6,0,0,,,,0,0,,,,0,0,,,,108,舞扇忍者 Lv 139,10004000,145,,,1,1,0,1,10007000,4,1
810000535,3_1001_05,,6,0,0,,,,0,0,,,,0,0,,,,108,憤怒的耶比,10004000,216,,,0,0,15592,0,10007000,5,1
810000536,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,96,寶箱子,0,0,,,0,0,0,1,0,0,1
810000537,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,97,寶箱子,0,0,,,0,0,0,1,0,0,1
810000538,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,98,寶箱子,0,0,,,0,0,0,1,0,0,1
810000539,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,99,寶箱子,0,0,,,0,0,0,1,0,0,1
810000540,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,100,寶箱子,0,0,,,0,0,0,1,0,0,1
810000541,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,101,寶箱子,0,0,,,0,0,0,1,0,0,1
810000542,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,102,寶箱子,0,0,,,0,0,0,1,0,0,1
810000543,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,103,寶箱子,0,0,,,0,0,0,1,0,0,1
810000544,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,104,寶箱子,0,0,,,0,0,0,1,0,0,1
810000545,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,105,寶箱子,0,0,,,0,0,0,1,0,0,1
810000546,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,106,寶箱子,0,0,,,0,0,0,1,0,0,1
810000547,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,107,寶箱子,0,0,,,0,0,0,1,0,0,1
810000548,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,108,寶箱子,0,0,,,0,0,0,1,0,0,1
810000549,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,96,寶箱子,0,0,,,0,0,0,1,0,0,1
810000550,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,97,寶箱子,0,0,,,0,0,0,1,0,0,1
810000551,2_800_01,2_800_01_10,1,0,0,,,,0,0,,,,0,0,,,,98,寶箱子,0,0,,,0,0,0,1,0,0,1
